布局,分布,线程,轮次,操作数,每秒操作,P50纳秒,P95纳秒,P99纳秒,拒绝重试
原子u64,256键均匀,1,1,200000,2665603,333,375,417,0
原子u64,256键均匀,1,2,200000,2667510,333,375,458,0
原子u64,256键均匀,1,3,200000,2653426,333,375,458,0
原子u64,256键均匀,4,1,200000,1189548,1292,11166,23208,28269
原子u64,256键均匀,4,2,200000,1115315,1292,12459,25583,29592
原子u64,256键均匀,4,3,200000,848545,1292,18750,35250,30756
原子u64,单键热点,1,1,200000,2507083,333,417,459,0
原子u64,单键热点,1,2,200000,2674065,333,375,417,0
原子u64,单键热点,1,3,200000,2694392,333,375,417,0
原子u64,单键热点,4,1,200000,1057555,667,16042,37833,249878
原子u64,单键热点,4,2,200000,1046429,500,17625,41917,186583
原子u64,单键热点,4,3,200000,1076638,625,16542,36625,222662
变长32至512字节,256键均匀,1,1,200000,1955625,458,500,583,0
变长32至512字节,256键均匀,1,2,200000,1899613,458,541,625,0
变长32至512字节,256键均匀,1,3,200000,1697678,417,500,666,0
变长32至512字节,256键均匀,4,1,200000,658674,1417,20750,45709,41636
变长32至512字节,256键均匀,4,2,200000,754730,1750,18542,32792,38757
变长32至512字节,256键均匀,4,3,200000,662330,1667,22000,41541,32223
变长32至512字节,单键热点,1,1,200000,1778775,459,542,625,0
变长32至512字节,单键热点,1,2,200000,1805768,458,542,625,0
变长32至512字节,单键热点,1,3,200000,1963859,417,500,542,0
变长32至512字节,单键热点,4,1,200000,802307,1709,18292,44667,348155
变长32至512字节,单键热点,4,2,200000,757189,708,23417,57666,188685
变长32至512字节,单键热点,4,3,200000,727905,1000,23708,52458,281398
