布局,分布,线程,轮次,操作数,每秒操作,P50纳秒,P95纳秒,P99纳秒,拒绝重试
原子u64,256键均匀,1,1,200000,2304339,375,458,500,0
原子u64,256键均匀,1,2,200000,2290809,375,458,541,0
原子u64,256键均匀,1,3,200000,2348296,375,417,500,0
原子u64,256键均匀,4,1,200000,640919,1334,16750,37041,37545
原子u64,256键均匀,4,2,200000,1201467,1416,10250,17917,29716
原子u64,256键均匀,4,3,200000,1171497,1416,10625,19209,29396
原子u64,单键热点,1,1,200000,2317580,375,417,458,0
原子u64,单键热点,1,2,200000,2464527,375,417,458,0
原子u64,单键热点,1,3,200000,2422400,375,417,458,0
原子u64,单键热点,4,1,200000,937560,1166,16125,31500,319135
原子u64,单键热点,4,2,200000,946097,1958,14458,26792,395394
原子u64,单键热点,4,3,200000,844408,625,21250,57209,207484
变长32至512字节,256键均匀,1,1,200000,1787747,500,542,625,0
变长32至512字节,256键均匀,1,2,200000,1799962,500,542,625,0
变长32至512字节,256键均匀,1,3,200000,1782139,500,542,625,0
变长32至512字节,256键均匀,4,1,200000,1137636,1500,9958,22125,24701
变长32至512字节,256键均匀,4,2,200000,1021824,1500,12583,26291,28222
变长32至512字节,256键均匀,4,3,200000,804114,1333,16667,33542,23635
变长32至512字节,单键热点,1,1,200000,1803208,500,542,625,0
变长32至512字节,单键热点,1,2,200000,1738001,500,584,625,0
变长32至512字节,单键热点,1,3,200000,1767130,500,583,625,0
变长32至512字节,单键热点,4,1,200000,728725,2208,18917,46709,479663
变长32至512字节,单键热点,4,2,200000,735297,2250,18333,43959,488357
变长32至512字节,单键热点,4,3,200000,749857,3250,16084,25958,653752
