布局,分布,线程,轮次,操作数,每秒操作,P50纳秒,P95纳秒,P99纳秒,拒绝重试
原子u64,256键均匀,1,1,200000,6209364,125,125,167,0
原子u64,256键均匀,1,2,200000,6642210,125,125,167,0
原子u64,256键均匀,1,3,200000,6589116,125,125,208,0
原子u64,256键均匀,4,1,200000,2385755,292,8666,22500,24904
原子u64,256键均匀,4,2,200000,2570920,291,6833,20208,18776
原子u64,256键均匀,4,3,200000,2403773,250,8334,23041,16961
原子u64,单键热点,1,1,200000,6987398,84,125,208,0
原子u64,单键热点,1,2,200000,6117518,84,125,167,0
原子u64,单键热点,1,3,200000,7103955,84,125,208,0
原子u64,单键热点,4,1,200000,2870357,125,4292,28916,88494
原子u64,单键热点,4,2,200000,2990239,125,3417,25458,98730
原子u64,单键热点,4,3,200000,2949631,125,3583,24958,122675
变长32至512字节,256键均匀,1,1,200000,3214073,208,250,333,0
变长32至512字节,256键均匀,1,2,200000,3782241,208,250,333,0
变长32至512字节,256键均匀,1,3,200000,3823309,208,250,333,0
变长32至512字节,256键均匀,4,1,200000,1644505,458,12000,26000,19067
变长32至512字节,256键均匀,4,2,200000,1830880,375,8541,22584,16032
变长32至512字节,256键均匀,4,3,200000,2378617,417,7083,18500,18128
变长32至512字节,单键热点,1,1,200000,3757803,208,209,292,0
变长32至512字节,单键热点,1,2,200000,3930457,208,250,292,0
变长32至512字节,单键热点,1,3,200000,4026950,208,250,291,0
变长32至512字节,单键热点,4,1,200000,1379701,292,13083,37541,323665
变长32至512字节,单键热点,4,2,200000,1434770,292,12792,36125,343348
变长32至512字节,单键热点,4,3,200000,1517943,334,12042,36084,313426
