布局,分布,线程,轮次,操作数,每秒操作,P50纳秒,P95纳秒,P99纳秒,拒绝重试
变长32至512字节,单键热点,4,1,2000000,723180,1375,21750,43167,2460530
变长32至512字节,单键热点,4,2,2000000,804572,666,20917,55917,2270592
变长32至512字节,单键热点,4,3,2000000,799770,1875,18584,40208,3467771
