布局,分布,线程,轮次,操作数,每秒操作,P50纳秒,P95纳秒,P99纳秒,拒绝重试
变长32至512字节,单键热点,4,1,2000000,753445,1625,20709,49333,3729229
变长32至512字节,单键热点,4,2,2000000,769142,1834,19250,42250,3511762
变长32至512字节,单键热点,4,3,2000000,813761,2208,16708,29750,4198702
