布局,分布,线程,轮次,操作数,每秒操作,P50纳秒,P95纳秒,P99纳秒,拒绝重试
变长32至512字节,单键热点,4,1,2000000,551944,1625,29875,57916,3181142
变长32至512字节,单键热点,4,2,2000000,747030,2791,17250,32708,5549932
变长32至512字节,单键热点,4,3,2000000,699698,2417,20458,44125,4832311
