布局,分布,线程,轮次,操作数,每秒操作,P50纳秒,P95纳秒,P99纳秒,拒绝重试
变长32至512字节,单键热点,4,1,200000,741137,3000,17042,31625,581353
变长32至512字节,单键热点,4,2,200000,810362,2250,16875,33958,457227
变长32至512字节,单键热点,4,3,200000,863410,2167,15334,26334,404132
