布局,分布,线程,轮次,操作数,每秒操作,P50纳秒,P95纳秒,P99纳秒,拒绝重试
原子u64,256键均匀,1,1,200000,2378289,375,417,458,0
原子u64,256键均匀,1,2,200000,2413501,375,417,458,0
原子u64,256键均匀,1,3,200000,2366289,375,417,459,0
原子u64,256键均匀,4,1,200000,1260779,1375,9708,17500,23391
原子u64,256键均匀,4,2,200000,1293765,1375,9416,16458,22895
原子u64,256键均匀,4,3,200000,774242,1334,20959,41667,40418
原子u64,单键热点,1,1,200000,2200902,375,458,500,0
原子u64,单键热点,1,2,200000,2269614,375,458,500,0
原子u64,单键热点,1,3,200000,2356596,375,417,459,0
原子u64,单键热点,4,1,200000,972962,1709,14875,26167,327329
原子u64,单键热点,4,2,200000,953461,1625,15458,29208,311120
原子u64,单键热点,4,3,200000,951310,1167,15667,30500,305010
变长32至512字节,256键均匀,1,1,200000,1373574,500,625,916,0
变长32至512字节,256键均匀,1,2,200000,1314212,541,708,1125,0
变长32至512字节,256键均匀,1,3,200000,1725290,500,584,667,0
变长32至512字节,256键均匀,4,1,200000,958988,1542,13917,30208,27123
变长32至512字节,256键均匀,4,2,200000,892363,1583,15750,30750,24973
变长32至512字节,256键均匀,4,3,200000,970203,1542,13916,28250,23653
变长32至512字节,单键热点,1,1,200000,1778565,500,542,584,0
变长32至512字节,单键热点,1,2,200000,1719622,500,583,625,0
变长32至512字节,单键热点,1,3,200000,1744818,500,583,625,0
变长32至512字节,单键热点,4,1,200000,654888,1833,25375,52708,330729
变长32至512字节,单键热点,4,2,200000,692809,1875,22792,50333,341531
变长32至512字节,单键热点,4,3,200000,720973,2000,20417,46417,373602
