布局,分布,线程,轮次,操作数,每秒操作,P50纳秒,P95纳秒,P99纳秒,拒绝重试
原子u64,256键均匀,1,1,200000,2152581,417,500,583,0
原子u64,256键均匀,1,2,200000,2092449,417,500,625,0
原子u64,256键均匀,1,3,200000,2178439,416,459,542,0
原子u64,256键均匀,4,1,200000,1189446,1583,9834,20250,23276
原子u64,256键均匀,4,2,200000,976103,1584,14125,29084,27101
原子u64,256键均匀,4,3,200000,1217798,1542,9541,18541,21567
原子u64,单键热点,1,1,200000,2171340,417,459,541,0
原子u64,单键热点,1,2,200000,2201563,416,458,500,0
原子u64,单键热点,1,3,200000,2195648,416,459,500,0
原子u64,单键热点,4,1,200000,883788,1042,15416,32916,343139
原子u64,单键热点,4,2,200000,893923,2167,15125,25833,435332
原子u64,单键热点,4,3,200000,856363,2042,16291,31292,415712
变长32至512字节,256键均匀,1,1,200000,1635775,542,625,708,0
变长32至512字节,256键均匀,1,2,200000,1644015,541,625,708,0
变长32至512字节,256键均匀,1,3,200000,1546706,541,584,708,0
变长32至512字节,256键均匀,4,1,200000,1186243,1625,9334,18250,24006
变长32至512字节,256键均匀,4,2,200000,1109457,1625,10375,22125,23519
变长32至512字节,256键均匀,4,3,200000,966859,1666,12667,27250,22823
变长32至512字节,单键热点,1,1,200000,1674217,541,584,667,0
变长32至512字节,单键热点,1,2,200000,1593375,541,584,667,0
变长32至512字节,单键热点,1,3,200000,1576689,541,584,667,0
变长32至512字节,单键热点,4,1,200000,714655,2625,18083,38708,536399
变长32至512字节,单键热点,4,2,200000,691154,2417,19708,44625,508418
变长32至512字节,单键热点,4,3,200000,633913,1292,26417,67833,322210
